ID-datalake,nct_id,brief_title,official_title,phase,recruitment_status,start_date,completion_date,primary_completion_date,enrollment,enrollment_type,lead_sponsor,sponsor_organization,indications,interventions_drugs,drugs_datalake,main_technologies,specific_technologies,target_names,target_abbreviations
46589,NCT04961788,Anti-PD1 Antibody Toripalimab Combined With Gemox as First-line Therapy in Late-stage Intrahepatic Cholangiocarcinoma,A Phase 2 Study of Anti-PD1 Antibody Toripalimab Combined With Gemox (Gemcitabine and Oxaliplatin) as First-line Therapy in Patients With Advanced or Unresectable Intrahepatic Cholangiocarcinoma,PHASE2,UNKNOWN,1/7/2021,31/12/2022,31/12/2021,30,ESTIMATED,,,['Intrahepatic Cholangiocarcinoma'],"['Toripalimab', 'Oxaliplatin', 'Gemcitabine']","['B1346', 'B1229', 'B2079']","[['Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['DNA'], ['DNA', 'Ribonucleotide reductase']]","[['PD-1'], ['DNA'], ['DNA', 'RNR']]"
45762,NCT04846920,A Study of Belzutifan (MK-6482) in Participants With Advanced Clear Cell Renal Cell Carcinoma (MK-6482-018),"A Phase 1, Dose-escalation Study to Evaluate Safety and Tolerability of Belzutifan (MK-6482) in Participants With Advanced Clear Cell Renal Cell Carcinoma (ccRCC)",PHASE1,ACTIVE_NOT_RECRUITING,14/6/2021,21/7/2026,21/7/2026,52,ESTIMATED,,,['Non-Clear Cell Renal Cell Carcinoma'],['Belzutifan'],['B1486'],[['Small Molecule']],[['Small Molecule']],[['Endothelial PAS domain-containing protein 1']],[['HIF-2Î±']]
45500,NCT04808570,A Study of TQ-B3525 in Subjects With Relapsed/Refractory Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,"A Single-arm, Open-label, Multi-center Phase Ib/II Study of TQ-B3525 in Subjects With Relapsed/Refractory Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma(CLL/SLL)",PHASE1/PHASE2,TERMINATED,5/6/2021,22/11/2023,22/11/2023,23,ACTUAL,,,['Hematology'],['TQ-B3525'],['B3089'],[['Small Molecule']],[['Small Molecule']],"[['Phosphatidylinositol 3 kinase alpha', 'Phosphatidylinositol 3 kinase delta']]","[['PI3KÎ±', 'PI3KÎ´']]"
44890,NCT04717531,Pyrotinib as Neoadjuvant Agent for Non-objective Response HER2-positive Early Breast Cancer,"Pyrotinib as Neoadjuvant Agent for Non-objective Response Patients of HER2-positive Early Breast Cancer Treated by Trastuzumab, Pertuzumab, and Chemotherapy (PYHOPE-BC-104): a Randomized, Controlled, Phase â…¡ Trial",PHASE2,UNKNOWN,3/6/2021,31/5/2024,1/6/2023,60,ESTIMATED,,,['Breast Cancer'],"['Pyrotinib', 'Trastuzumab', 'Pertuzumab', 'Docetaxel', 'Epirubicin', 'Cyclophosphamide']","['B1071', 'B168', 'B538', 'B2814', 'B1236', 'B2818']","[['Small Molecule'], ['Antibody'], ['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Monoclonal Antibody'], ['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Epidermal growth factor receptor erbB1', 'Receptor protein-tyrosine kinase erbB-2', 'Receptor protein-tyrosine kinase erbB-4'], ['Receptor protein-tyrosine kinase erbB-2'], ['Receptor protein-tyrosine kinase erbB-2'], ['Tubulin beta-1 chain'], ['DNA', 'Top II inhibitors (Topoisomerase II inhibitors)'], ['DNA']]","[['EGFR', 'HER2', 'HER4'], ['HER2'], ['HER2'], ['TUBB1'], ['DNA', 'TOP2'], ['DNA']]"
45981,NCT04878692,Evaluation of a Cosmetic Product to Preserve Skin Conditions When Using Anti-EGFR Cancer Therapies,Evaluation of a Cosmetic Product (Onco-Rash) to Preserve Skin Conditions When Using Anti-EGFR Cancer Therapies Which Are Known to Fragilize Epidermis,,UNKNOWN,1/6/2021,1/7/2022,1/7/2022,96,ESTIMATED,,,"['Non-Small Cell Lung Cancer', 'Digestive System Neoplasm', 'Head and Neck Neoplasm']",['Cream Dosage Form'],[],[],[],[],[]
46433,NCT04938297,"Rituximab,Zanubrutinib in Combination With Lenalidomide, Followed by Zanubrutinib or Lenalidomide Maintenance in Patients With Primary or Secondary CNS Lymphoma","Rituximab,Zanubrutinib in Combination With Lenalidomide, Followed by Zanubrutinib or Lenalidomide Maintenance in Patients With Primary or Secondary CNS Lymphoma",PHASE2,RECRUITING,26/5/2021,31/12/2025,31/10/2022,100,ESTIMATED,,,['Central Nervous System Lymphoma'],"['Rituximab', 'Lenalidomide', 'Zanubrutinib']","['B163', 'B2071', 'B1139']","[['Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Molecular glue'], ['Small Molecule']]","[['B-lymphocyte antigen CD20'], ['casein kinase 1 alpha 1', 'Cereblon', 'DNA-binding protein Ikaros', 'Interleukin-2', 'Interleukin-6', 'Tumor necrosis factor Î±', 'Zinc finger protein Aiolos'], ['Tyrosine-protein kinase BTK']]","[['CD20'], ['IFNÎ³', 'CK1Î±', 'CRBN', 'IKZF1', 'IL-2', 'IL-6', 'TNF-Î±', 'IKZF3'], ['BTK']]"
46174,NCT04902885,"Phase 3 Study Evaluating Efficacy, Safety and Pharmacokinetics of Trilaciclib In Small Cell Lung Cancer Patients","A Randomized, Double-blind, Placebo-controlled, Multi-center Phase 3 Study Evaluating Efficacy, Safety and Pharmacokinetics of Trilaciclib In Extensive-Stage Small Cell Lung Cancer Patients",PHASE3,COMPLETED,25/5/2021,31/12/2022,29/12/2021,95,ACTUAL,,,['Extensive Stage Lung Small Cell Carcinoma'],"['Trilaciclib', 'Carboplatin', 'Etoposide', 'Topotecan', 'Placebo Control']","['B1132', 'B274', 'B1463', 'B2067']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Cyclin-dependent kinase 4', 'Cyclin-dependent kinase 6'], ['DNA'], ['Top II inhibitors (Topoisomerase II inhibitors)'], ['DNA topoisomerase I']]","[['CDK4', 'CDK6'], ['DNA'], ['TOP2'], ['TOP1']]"
61684,NCT06669013,Chemo-immunotherapy in Patients Under 18 Years of Age With Bone and Soft Tissue Sarcomas,"A Randomized, Multicenter, Open-label Phase III Study of Dinutuximab Beta With Investigator's Choice of Chemotherapy in Patients Under 18 Years of Age With Bone and Soft Tissue Sarcomas With High Levels of GD2 Expression and Disease Progression During 1st Line Chemotherapy",PHASE3,RECRUITING,20/5/2021,30/9/2025,30/9/2025,40,ESTIMATED,,,"['Rhabdomyosarcoma', 'Bone Sarcoma', 'Rhabdomyosarcoma']",['Dinutuximab beta'],['B1912'],[['Antibody']],[['Monoclonal Antibody']],[['Disialoganglioside GD2']],[['GD2']]
44717,NCT04690595,BAFFR Targeting CAR-T Cells for the Treatment of Relapsed or Refractory B-cell ALL,A Phase 1 Study Evaluating BAFFR-targeting CAR T Cells for Patients With Relapsed or Refractory B-cell Acute Lymphoblastic Leukemia,PHASE1,RECRUITING,18/5/2021,18/11/2027,18/11/2026,24,ESTIMATED,,,['Acute Lymphoblastic Leukemia'],['Autologous BAFFR-targeting CAR T Cells'],[],[],[],[],[]
53064,NCT05893654,Melphalan Chemoreduction for Ocular Melanoma,Melphalan Intra-arterial Chemotherapy for Choroidal Melanoma Chemoreduction - a Phase I Clinical Trial,PHASE1/PHASE2,UNKNOWN,1/5/2021,30/6/2024,31/5/2024,10,ESTIMATED,,,['Uveal Melanoma'],"['Melphalan', 'Brachytherapy']",['B2073'],[['Small Molecule']],[['Small Molecule']],[['DNA']],[['DNA']]
46241,NCT04912765,Neoantigen Dendritic Cell Vaccine and Nivolumab in HCC and Liver Metastases From CRC,"An Open Label, Single-arm, Phase II Neoantigen (NA) Dendritic Cell (DC) Vaccine and Anti-PD1 (Nivolumab) as Adjuvant Treatment in Resected Hepatocellular Carcinoma (HCC) (Group A) and Liver Metastases From Colorectal Cancer (CRLM) (Group B)",PHASE2,RECRUITING,15/4/2021,31/5/2025,31/5/2025,60,ESTIMATED,,,"['Hepatocellular Carcinoma', 'Hepatocellular Carcinoma', 'Colorectal Cancer', 'Colorectal Cancer', 'Liver Cancer']","['Nivolumab', 'Neoantigen-loaded Autologous Dendritic Cell Vaccine']",['B714'],[['Antibody']],[['Monoclonal Antibody']],[['Programmed cell death protein 1']],[['PD-1']]
43444,NCT04511078,Phase II Panitumumab-IRDye800 in Head & Neck Cancer,Phase II Open-Label Study Evaluating Panitumumab-IRDye800 as an Optical Imaging Agent to Detect Head and Neck Cancer During Surgical Procedures,PHASE2,RECRUITING,2/4/2021,31/12/2027,31/12/2026,25,ESTIMATED,,,['Head and Neck Neoplasm'],['Panitumumab-IRDye800'],[],[],[],[],[]
45909,NCT04868747,The Effect of Perioperative Lidocaine Infusion on Neutrophil Extracellular Trapping,The Effect of Perioperative Lidocaine Intravenous Infusion on Neutrophil Extracellular Trapping After Surgery for Stomach Cancer,,WITHDRAWN,1/4/2021,2/4/2021,2/4/2021,0,ACTUAL,,,['Gastric Cancer'],"['Lidocaine', 'Gastrectomy', 'Sodium chloride']","['B2044', 'B93']","[['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule']]","[['Sodium channel alpha subunit'], []]","[['SCN1A'], []]"
60077,NCT04954001,"Study to Evaluate the Safety, Tolerability, PK Characteristics and Anti-tumor Activity of FCN-159 in Adult and Pediatric Participants With Neurofibromatosis Type 1","A Multi-center, Open-label, Single-arm Phase I Dose-escalation and Phase II Dose-expansion Study to Evaluate the Safety, Tolerability, PK Characteristics and Anti-tumor Activity of FCN-159 in Adult and Pediatric Participants With Neurofibromatosis Type 1",PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,26/3/2021,30/3/2025,28/2/2025,160,ESTIMATED,,,"['Neurofibromatosis', 'Neurofibroma', 'Malignant Peripheral Nerve Sheath Tumor']",['FCN 159'],['B6549'],[['Small Molecule']],[['Small Molecule']],"[['Dual specificity mitogen-activated protein kinase kinase 1', 'Dual specificity mitogen-activated protein kinase kinase 2']]","[['MEK1', 'MEK2']]"
44409,NCT04649476,Neoadjuvant PD-1 Blockade in Resectable Oral Squamous Cell Carcinoma,A Randomized Phase II Study of Neoadjuvant PD-1 Blockade Alone or Plus TPF Induction Chemotherapy for Resectable Local Advanced Oral Squamous Cell Carcinoma,PHASE2,COMPLETED,22/3/2021,10/8/2024,10/8/2022,68,ACTUAL,,,['Lip and Oral Cavity Cancer'],"['Camrelizumab', 'Docetaxel', 'Cisplatin', 'Fluorouracil']","['B1309', 'B2814', 'B49', 'B493']","[['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Tubulin beta-1 chain'], ['DNA'], ['Thymidylate synthase']]","[['PD-1'], ['TUBB1'], ['DNA'], ['TYMS']]"
46613,NCT04965155,A Trial for Relapsed Multiple Myeloma Patients (Isatuximab-dexamethasone),Isatuximab and Autologous Hematopoietic Stem Cell Transplantation for Relapsed Multiple Myeloma Patients (Isabel Study),PHASE2,ACTIVE_NOT_RECRUITING,21/3/2021,31/3/2027,28/11/2023,50,ESTIMATED,,,['Multiple Myeloma'],"['Isatuximab', 'Dexamethasone']","['B1027', 'B1128']","[['Antibody'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule']]","[['Lymphocyte differentiation antigen CD38'], ['Glucocorticoid receptor']]","[['CD38'], ['GR']]"
44998,NCT04731467,A Study of CM24 in Combination with Nivolumab in Adults with Advanced Solid Tumors,"A Phase 1/2 Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Efficacy of CM24 in Combination with Nivolumab in Adults with Advanced Solid Tumors",PHASE1/PHASE2,COMPLETED,19/3/2021,30/9/2024,30/9/2024,79,ACTUAL,,,"['Solid Tumors', 'Non-Small Cell Lung Cancer', 'Pancreatic Cancer', 'Ovarian Cancer', 'Thyroid Gland Papillary Carcinoma', 'Male Reproductive System Neoplasm', 'Colorectal Cancer']","['CM 24', 'Nivolumab', 'Nab-paclitaxel', 'Gemcitabine', 'Eculizumab', 'Fluorouracil', 'Liposome Vesicle']","['B3630', 'B714', 'B7744', 'B2079', 'B195', 'B493']","[['Antibody'], ['Antibody'], ['Small Molecule'], ['Small Molecule'], ['Antibody'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule'], ['Monoclonal Antibody'], ['Small Molecule']]","[[], ['Programmed cell death protein 1'], ['Tubulin beta-1 chain'], ['DNA', 'Ribonucleotide reductase'], [], ['Thymidylate synthase']]","[['CEACAM1'], ['PD-1'], ['TUBB1'], ['DNA', 'RNR'], ['C5'], ['TYMS']]"
45124,NCT04749394,A Study of Camrelizumab Plus Apatinib as Consolidation Therapy in Non-Small Cell Lung Cancer Patients Treated With Chemoradiotherapy,"A Phase II, Open-Label, Multi-Centre Study of Camrelizumab Plus Apatinib As Consolidation Therapy in Patients With Locally Advanced, Unresectable NSCLC, Who Have Not Progressed Following Definitive, Platinum-Based Chemoradiation Therapy",PHASE2,RECRUITING,17/3/2021,30/6/2025,31/1/2025,42,ESTIMATED,,,['Non-Small Cell Lung Cancer'],"['Camrelizumab', 'Rivoceranib']","['B1309', 'B948']","[['Antibody'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['SRC inhibitors(Tyrosine-protein kinase SRC inhibitors)', 'Stem cell growth factor receptor', 'Vascular endothelial growth factor receptor 2']]","[['PD-1'], ['SRC', 'c-Kit', 'VEGFR2']]"
43413,NCT04508309,Phase 3 Trial of a Bivalent Human Papilloma Virus (HPV) Vaccine (CecolinÂ®) in Young Girls,"Phase 3 Randomized, Active-Comparator Controlled, Open-Label Trial to Evaluate the Immunogenicity & Safety of Alternate 2-Dose Regimens of CecolinÂ® Compared to GardasilÂ® in 9-14 Year-Old Girls in Low and Low-Middle Income Countries",PHASE3,COMPLETED,15/3/2021,14/12/2023,14/12/2023,1025,ACTUAL,,,['Cervical Cancer'],"['Human papillomavirus 16/18 vaccine recombinant bivalent Xiamen Innovax', 'Human Papillomavirus 9-valent Vaccine, Recombinant']","['B4948', 'B2983']","[[], []]","[[], []]","[[], []]","[[], []]"
46316,NCT04923529,"TAS-102 in Patients With Advanced, Refractory Pancreatic Adenocarcinoma","Phase II Trial of TAS-102 in Patients With Advanced, Refractory Pancreatic Adenocarcinoma",PHASE2,ACTIVE_NOT_RECRUITING,1/3/2021,31/12/2024,25/3/2024,28,ACTUAL,,,['Pancreatic Cancer'],['Tipiracil/trifluridine'],['B2936'],[['Small Molecule']],[['Small Molecule']],"[['Thymidine phosphorylase', 'Thymidylate synthase']]","[['TYMP', 'TYMS']]"
44918,NCT04721015,Study of Intravenous (IV) ABBV-637 Alone or in Combination With IV Docetaxel/Osimertinib to Assess Adverse Events and Change in Disease Activity in Adult Participants With Relapsed/Refractory (R/R) Solid Tumors,A Phase 1 First In Human Study Evaluating Safety And Efficacy Of ABBV-637 As Either Monotherapy Or In Combination In Adult Subjects With Relapsed And Refractory Solid Tumors,PHASE1,ACTIVE_NOT_RECRUITING,23/2/2021,31/8/2025,31/8/2025,81,ACTUAL,,,"['Solid Tumors', 'Non-Small Cell Lung Cancer']","['ABBV-637', 'Docetaxel', 'Osimertinib']","['B3082', 'B2814', 'B991']","[['Antibody Drug Conjugate (ADC)'], ['Small Molecule'], ['Small Molecule']]","[['Antibody Drug Conjugate (ADC)'], ['Small Molecule'], ['Small Molecule']]","[['Apoptosis regulator Bcl-X', 'Epidermal growth factor receptor erbB1'], ['Tubulin beta-1 chain'], ['EGFR T790M']]","[['Bcl-XL', 'EGFR'], ['TUBB1'], ['EGFR L858R', 'EGFR-Ex19del', 'EGFR T790M']]"
47932,NCT05143112,Allogeneic CD19 CAR-T Cells for the Treatment of Relapsed/Refractory B-cell Lymphoma,Allogeneic CD19 CAR-T Cells for the Treatment of Relapsed/Refractory B-cell Lymphoma,PHASE1/PHASE2,UNKNOWN,5/2/2021,29/2/2024,29/2/2024,20,ESTIMATED,,,['B-Cell Non-Hodgkin Lymphoma'],['Allogeneic Anti-CD19 T-cells ThisCART19A'],[],[],[],[],[]
44835,NCT04709731,Cardiovascular Assessment of Ponatinib as Third Line Treatment in Chronic Phase Chronic Myeloid Leukemia,Cardiovascular Assessment of Ponatinib as Third Line Treatment Option in Chronic Phase Chronic Myeloid Leukemia After Failure of Imatinib and Bosutinib (CarPAs),PHASE2,UNKNOWN,1/2/2021,1/4/2025,31/10/2024,50,ESTIMATED,,,['Chronic Leukemia'],['Ponatinib'],['B64'],[['Small Molecule']],[['Small Molecule']],"[['Bcr-Abl tyrosine kinase', 'Protein-tyrosine kinases']]","[['BCR-ABL1', 'Protein-tyrosine kinases']]"
44706,NCT04688983,Study in Adult Ph-positive ALL,"An Open Label, 3-arm, Randomised Phase II Study to Compare the Safety and Efficacy of Ponatinib in Combination With Either Chemotherapy or Blinatumomab With Imatinib Plus Chemotherapy as Front-line Therapy for Patients Aged 55 Years and Over With Philadelphia Chromosome Positive (Ph+ or BCR-ABL+) Acute Lymphoblastic Leukemia (ALL)",PHASE2,NOT_YET_RECRUITING,31/1/2021,31/1/2026,31/1/2024,180,ESTIMATED,,,['Acute Lymphoblastic Leukemia'],"['Ponatinib', 'Blinatumomab', 'Imatinib']","['B64', 'B406', 'B2099']","[['Small Molecule'], ['Antibody'], ['Small Molecule']]","[['Small Molecule'], ['Bispecific T-Cell Engager'], ['Small Molecule']]","[['Bcr-Abl tyrosine kinase', 'Protein-tyrosine kinases'], ['B-lymphocyte antigen CD19', 'T cell surface glycoprotein CD3'], ['Bcr-Abl tyrosine kinase', 'Platelet-derived growth factor receptor beta', 'Stem cell growth factor receptor']]","[['BCR-ABL1', 'Protein-tyrosine kinases'], ['CD19', 'CD3'], ['BCR-ABL1', 'PDGFRÎ²', 'c-Kit']]"
43167,NCT04471974,"ZEN-3694, Enzalutamide, and Pembrolizumab for the Treatment of Metastatic Castration-Resistant Prostate Cancer",A Phase 2 Study of BET Bromodomain Inhibitor ZEN-3694 in Combination With Enzalutamide Plus Pembrolizumab in Metastatic Castration Resistant Prostate Cancer,PHASE2,RECRUITING,26/1/2021,30/4/2027,30/4/2027,54,ESTIMATED,,,"['Castration-Resistant Prostate Carcinoma', 'Prostate Cancer', 'Prostate Neuroendocrine Carcinoma', 'Prostate Cancer', 'Prostate Cancer', 'Prostate Cancer']","['ZEN 3694', 'Enzalutamide', 'Pembrolizumab']","['B2841', 'B25', 'B936']","[['Small Molecule'], ['Small Molecule'], ['Antibody']]","[['Small Molecule'], ['Small Molecule'], ['Monoclonal Antibody']]","[['Bromodomain and extra terminal domain protein'], ['Androgen Receptor'], ['Programmed cell death protein 1']]","[['BET'], ['AR'], ['PD-1']]"
44346,NCT04640246,Study of TBX-3400 in Subjects With Solid Malignant Tumors Resistant or Refractory to Standard Therapies,"A Phase 1/2 Multi-Center Dose-Escalation Study of the Safety, Tolerability and Early Efficacy of TBX-3400 in Subjects With Solid Malignant Tumors Resistant or Refractory to Standard Therapies",PHASE1/PHASE2,UNKNOWN,25/1/2021,30/4/2023,31/1/2023,60,ESTIMATED,,,"['Cancer', 'Solid Tumors', 'Testicular Germ Cell Cancer']","['TBX-3400', 'Blood Transfusion']",['B3374'],[['Cell Therapy']],[['T-Cell Therapy']],[[]],[[]]
46469,NCT04942730,"Benadamustine, Fludarabine and Busulfan Conditioning in Recipients of Haploidentical Stem Cell Transplantation (FluBuBe)","Benadamustine, Fludarabine and Busulfan Conditioning in Recipients of Haploidentical Stem Cell Transplantation (FluBuBe)",PHASE2,COMPLETED,21/1/2021,30/4/2024,30/4/2024,50,ACTUAL,,,"['Acute Lymphoblastic Leukemia', 'Acute Myeloid Leukemia', 'Acute Leukemia', 'T Lymphoblastic Lymphoma', 'Myelodysplastic Syndrome', 'Myeloproliferative Neoplasm']","['Fludarabine', 'bendamustine hydrochloride', 'Busulfan', 'Cyclophosphamide', 'Mycophenolate mofetil', 'Tacrolimus']","['B346', 'B9064', 'B2060', 'B2818', 'B310', 'B2846']","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule'], ['Small Molecule']]","[['Ribonucleotide reductase', 'RNA polymerase II'], [], ['DNA'], ['DNA'], [""Inosine-5'-monophosphate dehydrogenase""], []]","[['DNA polymerase III', 'RNR', 'RNA polymerase II'], [], ['DNA'], ['DNA'], ['IMPDH'], ['CaN']]"
46478,NCT04943757,Post-transplantation Benadamustine and Cyclophosphamide in Patients With Refractory Myeloid Malignancies,Graft-versus-host Disease Prophylaxis With Combination of Post-transplantation Benadamustine and Cyclophosphamide in Patients With Refractory Myeloid Malignancies (PTBCy),PHASE2,COMPLETED,21/1/2021,30/5/2024,30/5/2024,50,ACTUAL,,,"['Acute Myeloid Leukemia', 'Chronic Myeloid Leukemia', 'Myelodysplastic Syndrome', 'Myeloproliferative Neoplasm']","['bendamustine hydrochloride', 'Cyclophosphamides']","['B9064', 'B3286']","[['Small Molecule'], []]","[['Small Molecule'], []]","[[], ['DNA']]","[[], ['DNA']]"
46070,NCT04890392,Tislelizumab Combined With S-1 Plus Oxaliplatin as a Neoadjuvant Treatment in Patients With GC/GEJC,A Single-arm Exploratory Study of Safety and Efficacy of Tislelizumab in Combination With S-1 Plus Oxaliplatin as a Neoadjuvant Treatment in Patients With Advanced Gastric/Gastroesophageal Junction Cancer,PHASE2,UNKNOWN,15/1/2021,28/2/2022,28/1/2022,20,ESTIMATED,,,"['Gastric Cancer', 'Gastroesophageal Junction Cancer']","['Tislelizumab', 'Gimeracil/oteracil/tegafur', 'Oxaliplatin', 'Surgical Procedure']","['B1344', 'B2855', 'B1229']","[['Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Monoclonal Antibody'], ['Small Molecule'], ['Small Molecule']]","[['Programmed cell death protein 1'], ['Thymidylate synthase'], ['DNA']]","[['PD-1'], ['TYMS'], ['DNA']]"
